p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Pde9a6	6.87921534137697e-42	0.40504682997412	0.3	0.109	1.69428194642773e-37	L5_PT_CTX	Pde9a
Rtn4rl25	6.91164158658957e-42	1.85018210077515	0.104	0.021	1.70226820636115e-37	L5_PT_CTX	Rtn4rl2
Erlin16	7.15569299609442e-42	0.36583735027705	0.468	0.205	1.76237562800809e-37	L5_PT_CTX	Erlin1
Pomgnt111	7.1560327311509e-42	0.473000266124858	0.486	0.218	1.76245930135515e-37	L5_PT_CTX	Pomgnt1
Abhd17a11	7.21033473507264e-42	0.444797138107686	0.769	0.404	1.77583334190104e-37	L5_PT_CTX	Abhd17a
C1qbp6	7.35900315774858e-42	0.376265917700141	0.505	0.227	1.8124488877219e-37	L5_PT_CTX	C1qbp
Gm51497	7.45113195796721e-42	2.0722109153548	0.133	0.032	1.83513928992774e-37	L5_PT_CTX	Gm5149
Uqcrc15	7.7486746845672e-42	0.357548794657933	0.604	0.292	1.90842108806206e-37	L5_PT_CTX	Uqcrc1
Tyro39	8.13596774579281e-42	0.378002733307467	0.644	0.308	2.00380749611131e-37	L5_PT_CTX	Tyro3
Znfx16	8.57470817741821e-42	0.196651830043749	0.514	0.232	2.11186487701633e-37	L5_PT_CTX	Znfx1
Azin211	8.96151555941618e-42	0.680506587304104	0.408	0.175	2.20713166712861e-37	L5_PT_CTX	Azin2
Hdgfl23	8.97434413123103e-42	0.315662810316494	0.45	0.194	2.21029121608089e-37	L5_PT_CTX	Hdgfl2
Cpne66	9.34822741908583e-42	0.360440097590702	0.454	0.196	2.30237493104665e-37	L5_PT_CTX	Cpne6
Gm2064212	9.60171162823416e-42	0.347142298030126	0.717	0.365	2.36480555691779e-37	L5_PT_CTX	Gm20642
Tspyl512	1.08379301562136e-41	0.532252127276977	0.584	0.278	2.66927381817384e-37	L5_PT_CTX	Tspyl5
Cpe7	1.11326033655064e-41	0.228556178157499	0.992	0.688	2.74184888289056e-37	L5_PT_CTX	Cpe
Trp53inp210	1.12612189008539e-41	0.504041794650312	0.628	0.314	2.77352560309131e-37	L5_PT_CTX	Trp53inp2
Bcl11a10	1.12961681154157e-41	0.325670937079647	0.875	0.455	2.78213324514573e-37	L5_PT_CTX	Bcl11a
Slc16a1110	1.14399825663427e-41	0.810276797184278	0.271	0.096	2.81755330626455e-37	L5_PT_CTX	Slc16a11
Snf812	1.15685485832539e-41	0.432692594107466	0.795	0.419	2.8492178305696e-37	L5_PT_CTX	Snf8
Pfkfb42	1.1796959263154e-41	0.20568112183624	0.358	0.142	2.90547309692219e-37	L5_PT_CTX	Pfkfb4
Acbd410	1.21341057694928e-41	0.651247024708052	0.343	0.135	2.98850890996837e-37	L5_PT_CTX	Acbd4
Tmem167b9	1.22310544543092e-41	0.502935108275953	0.431	0.185	3.01238640155181e-37	L5_PT_CTX	Tmem167b
Cdk185	1.2248505944349e-41	0.556570350792015	0.269	0.095	3.01668452903372e-37	L5_PT_CTX	Cdk18
Mrpl4312	1.24832225405355e-41	0.377529421925137	0.638	0.317	3.07449287950849e-37	L5_PT_CTX	Mrpl43
Nip711	1.2736674685384e-41	0.51442077272381	0.399	0.167	3.13691560826322e-37	L5_PT_CTX	Nip7
Cdh243	1.30776722772882e-41	0.687839442281782	0.197	0.059	3.22089990517332e-37	L5_PT_CTX	Cdh24
Mrps2413	1.36645655168038e-41	0.446542603313259	0.833	0.464	3.36544584113361e-37	L5_PT_CTX	Mrps24
Lztfl113	1.39700117200738e-41	0.406403387660355	0.723	0.376	3.44067418653697e-37	L5_PT_CTX	Lztfl1
Coq49	1.44863401898623e-41	0.641715052523962	0.3	0.111	3.56784072536119e-37	L5_PT_CTX	Coq4
Zfp1210	1.4903599550168e-41	0.564104733440016	0.303	0.112	3.67060753321086e-37	L5_PT_CTX	Zfp12
Ift888	1.58603068038055e-41	0.395596560925362	0.508	0.23	3.90623496270926e-37	L5_PT_CTX	Ift88
Atg9a12	1.60502218580853e-41	0.451618887107096	0.636	0.313	3.95300914142782e-37	L5_PT_CTX	Atg9a
Ndufa610	1.76374673848122e-41	0.471073107590379	0.896	0.534	4.3439318422054e-37	L5_PT_CTX	Ndufa6
Stx1212	1.85634120506454e-41	0.457053489820352	0.792	0.44	4.57198275395345e-37	L5_PT_CTX	Stx12
Slc25a427	1.87719464110141e-41	0.542769604947536	0.385	0.159	4.62334268156867e-37	L5_PT_CTX	Slc25a42
Tmem20110	1.88092808490537e-41	0.433682742368032	0.495	0.22	4.63253778031344e-37	L5_PT_CTX	Tmem201
Npas28	1.9515997013392e-41	0.349741516252347	0.696	0.355	4.80659490442832e-37	L5_PT_CTX	Npas2
Elp39	1.96158339132316e-41	0.378787135946547	0.532	0.246	4.83118373448982e-37	L5_PT_CTX	Elp3
Uck210	2.1017834069498e-41	0.494213209861714	0.367	0.147	5.17648235297666e-37	L5_PT_CTX	Uck2
Myo5a11	2.15293721722036e-41	0.429640672887841	0.974	0.645	5.30246907229202e-37	L5_PT_CTX	Myo5a
Camsap110	2.3227667030262e-41	0.334482094611031	0.792	0.424	5.72074211288324e-37	L5_PT_CTX	Camsap1
Cpt1c12	2.51030861753941e-41	0.475009179837241	0.517	0.237	6.1826390941378e-37	L5_PT_CTX	Cpt1c
L3mbtl36	2.52878251874556e-41	0.186823266817607	0.615	0.297	6.22813846541844e-37	L5_PT_CTX	L3mbtl3
Nt5m9	2.66016108740194e-41	0.44066794106706	0.554	0.26	6.55171074216223e-37	L5_PT_CTX	Nt5m
Prkab28	2.88913019249609e-41	0.466424488136724	0.526	0.245	7.11563875109863e-37	L5_PT_CTX	Prkab2
Timm2910	3.04831550914001e-41	0.445287444410701	0.476	0.209	7.50769626746093e-37	L5_PT_CTX	Timm29
Slc35e27	3.30346837903733e-41	0.418963669131093	0.517	0.239	8.13611227073104e-37	L5_PT_CTX	Slc35e2
Abhd17c	3.35824776591054e-41	0.120673662508928	0.451	0.193	8.27102842266108e-37	L5_PT_CTX	Abhd17c
Agfg13	3.3860937379201e-41	0.258685537382023	0.763	0.403	8.33961026712341e-37	L5_PT_CTX	Agfg1
Clk27	3.40086484397943e-41	0.547414130735525	0.46	0.205	8.37599002423694e-37	L5_PT_CTX	Clk2
Tmem106b6	3.62917377778357e-41	0.373332013834691	0.839	0.457	8.93829209730315e-37	L5_PT_CTX	Tmem106b
Tbc1d10b9	3.76952891353751e-41	0.38712842751349	0.506	0.231	9.28397276115154e-37	L5_PT_CTX	Tbc1d10b
Bag413	3.79058015800748e-41	0.383232718425942	0.719	0.365	9.33581987115663e-37	L5_PT_CTX	Bag4
Ctnnd25	3.97631157983784e-41	0.159163150585783	1	0.741	9.7932577899826e-37	L5_PT_CTX	Ctnnd2
D10Jhu81e10	4.29124933443584e-41	0.75930394838795	0.338	0.135	1.0568917985782e-36	L5_PT_CTX	D10Jhu81e
Arhgef35	4.3416722942678e-41	0.105892393429367	0.729	0.371	1.06931046935522e-36	L5_PT_CTX	Arhgef3
Car79	4.36312003672329e-41	0.702699058984336	0.338	0.133	1.07459283384458e-36	L5_PT_CTX	Car7
Stk38l2	4.53332638647902e-41	0.128447250569314	0.391	0.16	1.11651295572592e-36	L5_PT_CTX	Stk38l
Gm2067111	4.68578467990845e-41	0.952859957571254	0.272	0.099	1.15406190881465e-36	L5_PT_CTX	Gm20671
1810022K09Rik13	4.84833611940082e-41	0.424082115514273	0.604	0.293	1.19409670284723e-36	L5_PT_CTX	1810022K09Rik
Commd28	5.38767128158392e-41	0.49240424400377	0.338	0.133	1.3269295599413e-36	L5_PT_CTX	Commd2
Glra26	5.53297531065799e-41	0.471802259297064	0.349	0.138	1.36271648926196e-36	L5_PT_CTX	Glra2
Lrfn410	5.73276197497026e-41	0.664109929117471	0.343	0.135	1.41192194681542e-36	L5_PT_CTX	Lrfn4
Gm478728	6.16393719336797e-41	1.09255435685448	0.223	0.074	1.5181160913546e-36	L5_PT_CTX	Gm47872
Tada11	6.28161518696522e-41	0.386997895882599	0.413	0.175	1.54709900439766e-36	L5_PT_CTX	Tada1
Cd2bp210	6.31839759140334e-41	0.529249000563316	0.422	0.182	1.55615814278673e-36	L5_PT_CTX	Cd2bp2
Lrfn39	6.41412231755746e-41	0.991536490203793	0.223	0.073	1.57973418559123e-36	L5_PT_CTX	Lrfn3
0610010F05Rik10	6.71993003178703e-41	0.393132146709675	0.713	0.372	1.65505156752883e-36	L5_PT_CTX	0610010F05Rik
Ehmt25	6.92379188831942e-41	0.30400741764814	0.57	0.266	1.70526070417419e-36	L5_PT_CTX	Ehmt2
Elob13	7.05793156322531e-41	0.448604828130428	0.887	0.519	1.73829796470676e-36	L5_PT_CTX	Elob
Nomo19	7.20438117920419e-41	0.412686927794368	0.554	0.259	1.7743670406262e-36	L5_PT_CTX	Nomo1
Mrpl450	7.38724476004277e-41	0.365008963171856	0.535	0.247	1.81940451195093e-36	L5_PT_CTX	Mrpl4
Lrrn310	7.46965784704786e-41	0.572948174211195	0.5	0.23	1.83970203114942e-36	L5_PT_CTX	Lrrn3
Elfn212	7.47563349443133e-41	0.40780027401933	0.674	0.33	1.84117377334349e-36	L5_PT_CTX	Elfn2
9030624J02Rik11	7.72352153384401e-41	0.522588741341733	0.436	0.191	1.90222611857044e-36	L5_PT_CTX	9030624J02Rik
Cnst9	8.34417732720864e-41	0.381063460508095	0.488	0.22	2.05508743391822e-36	L5_PT_CTX	Cnst
Synj110	8.53221227390286e-41	0.471472627349289	0.977	0.705	2.10139856093953e-36	L5_PT_CTX	Synj1
Praf213	8.71208821032985e-41	0.415786108105556	0.627	0.304	2.14570020532214e-36	L5_PT_CTX	Praf2
Pigq9	8.92608426392579e-41	0.384752362965507	0.503	0.229	2.19840529336228e-36	L5_PT_CTX	Pigq
Klhl88	9.22680126888783e-41	0.55039166116902	0.437	0.192	2.27246888451438e-36	L5_PT_CTX	Klhl8
Spon17	1.03248677463946e-40	0.250644807282903	0.575	0.28	2.54291167725952e-36	L5_PT_CTX	Spon1
Ola17	1.04815489623082e-40	0.405496022014425	0.791	0.426	2.58150069392688e-36	L5_PT_CTX	Ola1
Gm16282	1.04820033689771e-40	2.82958017106352	0.031	0.002	2.58161260974537e-36	L5_PT_CTX	Gm16282
Tatdn32	1.04837185560057e-40	0.374106978192699	0.268	0.094	2.58203504315864e-36	L5_PT_CTX	Tatdn3
Bfar6	1.09569067524126e-40	0.314302944622413	0.664	0.33	2.6985765640517e-36	L5_PT_CTX	Bfar
Ndufv18	1.20677126053296e-40	0.456731715726056	0.483	0.219	2.97215693756663e-36	L5_PT_CTX	Ndufv1
Wee18	1.20808945308788e-40	0.677969369744457	0.307	0.116	2.97540351401015e-36	L5_PT_CTX	Wee1
Rpn14	1.21750024956543e-40	0.336992720933124	0.627	0.314	2.9985813646547e-36	L5_PT_CTX	Rpn1
Gm160627	1.21756966592931e-40	1.00689532798131	0.196	0.06	2.99875233021731e-36	L5_PT_CTX	Gm16062
Fitm26	1.22587814128972e-40	0.763097976209851	0.335	0.134	3.01921527418245e-36	L5_PT_CTX	Fitm2
Dlk29	1.22636127224995e-40	0.701979241087537	0.313	0.121	3.0204051774244e-36	L5_PT_CTX	Dlk2
Tmem1911	1.24310031659007e-40	0.245093982134301	0.477	0.212	3.06163176972968e-36	L5_PT_CTX	Tmem19
Tmem337	1.27053378568961e-40	0.369335456915736	0.708	0.368	3.12919766077494e-36	L5_PT_CTX	Tmem33
Gal3st38	1.27139392039811e-40	0.626375581967946	0.37	0.151	3.13131608654851e-36	L5_PT_CTX	Gal3st3
Flywch27	1.33041697646459e-40	0.770000871539637	0.295	0.112	3.27668397133463e-36	L5_PT_CTX	Flywch2
Trim239	1.33887570946973e-40	0.305897581729014	0.558	0.259	3.297516984853e-36	L5_PT_CTX	Trim23
Angel210	1.42071753588243e-40	0.377056836071102	0.729	0.385	3.49908521912484e-36	L5_PT_CTX	Angel2
Kcnj128	1.502490903276e-40	1.01972315319958	0.206	0.066	3.70048484567846e-36	L5_PT_CTX	Kcnj12
Slc2a86	1.53234234538259e-40	0.532760156977653	0.283	0.103	3.77400596244278e-36	L5_PT_CTX	Slc2a8
Cnpy37	1.5855350592511e-40	0.300674328651007	0.509	0.23	3.90501429742953e-36	L5_PT_CTX	Cnpy3
Ndufa1110	1.60698503833941e-40	0.464687985746532	0.735	0.395	3.95784345092614e-36	L5_PT_CTX	Ndufa11
Yipf46	1.73021005632078e-40	0.331015898083594	0.606	0.292	4.26133434771245e-36	L5_PT_CTX	Yipf4
1700088E04Rik10	1.75768538551102e-40	0.786360100493213	0.234	0.078	4.32900333597509e-36	L5_PT_CTX	1700088E04Rik
Epo14	1.76022895817907e-40	0.414052331984227	0.647	0.321	4.33526790109924e-36	L5_PT_CTX	Epo
Plekhg56	1.7812178337602e-40	0.311411003754571	0.572	0.273	4.38696140276801e-36	L5_PT_CTX	Plekhg5
Pzp7	1.79547492390234e-40	1.1813824162383	0.18	0.053	4.42207519007906e-36	L5_PT_CTX	Pzp
Ppp3ca7	1.84325707179843e-40	0.158918802492523	0.998	0.919	4.53975784213236e-36	L5_PT_CTX	Ppp3ca
Crybb37	1.88780138842523e-40	1.11121135402148	0.144	0.037	4.64946603955251e-36	L5_PT_CTX	Crybb3
Fbxo348	1.93172276233753e-40	0.248320676609106	0.627	0.303	4.75763999136109e-36	L5_PT_CTX	Fbxo34
Esf15	1.97833126904878e-40	0.224403216847066	0.635	0.309	4.87243208254023e-36	L5_PT_CTX	Esf1
Otud6b12	1.98940737633168e-40	0.360539210075484	0.622	0.304	4.89971142716729e-36	L5_PT_CTX	Otud6b
Tmem1016	2.24814286286205e-40	0.542271378262178	0.275	0.099	5.53695105694294e-36	L5_PT_CTX	Tmem101
Ints110	2.3196039398588e-40	0.48355707404687	0.307	0.117	5.71295254347824e-36	L5_PT_CTX	Ints1
Eif5b12	2.34553478407672e-40	0.447577452802533	0.957	0.622	5.77681761970255e-36	L5_PT_CTX	Eif5b
Elavl313	2.36863026921322e-40	0.401958590020772	0.982	0.628	5.83369949004523e-36	L5_PT_CTX	Elavl3
Bbof19	2.40562496424664e-40	0.489942659247002	0.411	0.176	5.92481372444305e-36	L5_PT_CTX	Bbof1
Clvs211	2.41231795060343e-40	0.429371050011263	0.616	0.302	5.94129788054119e-36	L5_PT_CTX	Clvs2
Slc35c17	2.48049779281762e-40	0.726970968645933	0.183	0.054	6.10921801393051e-36	L5_PT_CTX	Slc35c1
Ndst16	2.74906740035511e-40	0.288082658481525	0.457	0.203	6.77067810033459e-36	L5_PT_CTX	Ndst1
Cisd310	2.90372854888402e-40	0.573373627103992	0.498	0.231	7.15159304304646e-36	L5_PT_CTX	Cisd3
Polr2c13	2.93894099262252e-40	0.445388583548246	0.61	0.3	7.23831777073001e-36	L5_PT_CTX	Polr2c
Nmnat213	2.98782428738769e-40	0.365555787686024	0.924	0.52	7.35871243740715e-36	L5_PT_CTX	Nmnat2
Fh13	3.04045306472138e-40	0.360733787694875	0.31	0.117	7.48833185310228e-36	L5_PT_CTX	Fh1
Nolc15	3.12451509464774e-40	0.330322647750602	0.5	0.228	7.69536822660792e-36	L5_PT_CTX	Nolc1
Hcfc1r113	3.22493203308985e-40	0.457564454614306	0.735	0.387	7.94268510429698e-36	L5_PT_CTX	Hcfc1r1
Dazl9	3.31841741878594e-40	1.19060646964135	0.167	0.047	8.17293026072788e-36	L5_PT_CTX	Dazl
Hagh12	3.41887659564242e-40	0.381950587304786	0.656	0.325	8.42035116740771e-36	L5_PT_CTX	Hagh
Prkag27	3.64240850990535e-40	0.328192163071088	0.815	0.437	8.97088791904589e-36	L5_PT_CTX	Prkag2
Pdlim712	3.6619615579141e-40	0.402998404858504	0.604	0.29	9.01904512098664e-36	L5_PT_CTX	Pdlim7
Mtif35	3.79933737781308e-40	0.515352854154237	0.258	0.091	9.35738802781584e-36	L5_PT_CTX	Mtif3
Klhl428	4.14329369830702e-40	0.54845637316533	0.307	0.117	1.02045180495604e-35	L5_PT_CTX	Klhl42
Snn10	4.26162567189316e-40	0.373629334171539	0.728	0.365	1.04959578673057e-35	L5_PT_CTX	Snn
Mrpl5111	4.26740668219737e-40	0.424052738625244	0.63	0.315	1.05101959175839e-35	L5_PT_CTX	Mrpl51
Nudcd15	4.33848080411761e-40	0.481232307985381	0.375	0.156	1.06852443724613e-35	L5_PT_CTX	Nudcd1
Coq39	4.83434876570075e-40	0.35388009767759	0.515	0.237	1.19065175750444e-35	L5_PT_CTX	Coq3
Ahi19	4.88265741119369e-40	0.384159586687994	0.965	0.592	1.20254969380289e-35	L5_PT_CTX	Ahi1
Gm344810	5.13438309527498e-40	0.384700981306367	0.616	0.299	1.26454721253527e-35	L5_PT_CTX	Gm3448
Otud7a13	5.19580024921392e-40	0.443973101243526	0.963	0.617	1.2796736433789e-35	L5_PT_CTX	Otud7a
Mesd5	5.33999134997305e-40	0.356884575275008	0.512	0.236	1.31518646958486e-35	L5_PT_CTX	Mesd
Gm169334	5.39147836834045e-40	1.97278000067278	0.072	0.011	1.32786720733857e-35	L5_PT_CTX	Gm16933
Srp54a6	5.62710881350019e-40	0.441145640058388	0.41	0.175	1.38590062967696e-35	L5_PT_CTX	Srp54a
Catspere210	5.73106737854264e-40	0.332655318364447	0.544	0.254	1.41150458466127e-35	L5_PT_CTX	Catspere2
Dag18	5.83876525765798e-40	0.326717374133066	0.758	0.404	1.43802949530858e-35	L5_PT_CTX	Dag1
Chmp310	5.84599929360409e-40	0.386641377421834	0.817	0.452	1.43981116602175e-35	L5_PT_CTX	Chmp3
Clip313	5.9718231577141e-40	0.47476004096781	0.963	0.598	1.47080032551341e-35	L5_PT_CTX	Clip3
Sf3a19	6.30042352623538e-40	0.297031529289256	0.5	0.226	1.55173131027651e-35	L5_PT_CTX	Sf3a1
Kdelr14	6.5306099802169e-40	0.326160104323684	0.567	0.268	1.60842393202762e-35	L5_PT_CTX	Kdelr1
Sh3gl29	6.60749946587541e-40	0.341600629399438	0.968	0.549	1.62736104345046e-35	L5_PT_CTX	Sh3gl2
Fbxw59	6.7408833044634e-40	0.463114240845184	0.486	0.222	1.66021214905629e-35	L5_PT_CTX	Fbxw5
Arf512	6.86524769744986e-40	0.482904309063165	0.93	0.569	1.69084185540492e-35	L5_PT_CTX	Arf5
Agk6	7.04928011420387e-40	0.241760367454834	0.58	0.277	1.73616719932727e-35	L5_PT_CTX	Agk
Paics6	7.06745932652125e-40	0.267289107766819	0.526	0.241	1.74064455752892e-35	L5_PT_CTX	Paics
Tmem11013	7.09856040215623e-40	0.492882848589929	0.454	0.2	1.74830444144706e-35	L5_PT_CTX	Tmem110
1600014C10Rik5	7.41340623411091e-40	0.364056589355517	0.367	0.149	1.82584782139918e-35	L5_PT_CTX	1600014C10Rik
Zmynd1911	8.03302964643509e-40	0.609032289336974	0.336	0.133	1.9784548716205e-35	L5_PT_CTX	Zmynd19
Smim10l2a11	8.2297980707256e-40	0.77378552375951	0.313	0.121	2.02691696683901e-35	L5_PT_CTX	Smim10l2a
Atg1212	8.38421814151318e-40	0.30754751790874	0.604	0.287	2.06494908607328e-35	L5_PT_CTX	Atg12
Tspoap17	8.62293213525898e-40	0.351735555196832	0.518	0.24	2.12374195559293e-35	L5_PT_CTX	Tspoap1
Brms1l11	9.42689476741854e-40	0.425183389817117	0.657	0.337	2.32174991226751e-35	L5_PT_CTX	Brms1l
A330008L17Rik6	9.51705036498408e-40	0.5650803121152	0.358	0.147	2.34395433439193e-35	L5_PT_CTX	A330008L17Rik
Kcng35	1.03459657197957e-39	1.57989522568403	0.102	0.021	2.54810789712849e-35	L5_PT_CTX	Kcng3
Dgki11	1.0692138036171e-39	0.378265703585573	0.937	0.581	2.63336667692855e-35	L5_PT_CTX	Dgki
Msantd47	1.08427778220994e-39	0.452458511450703	0.518	0.243	2.67046774980486e-35	L5_PT_CTX	Msantd4
Fkbp46	1.09443409469495e-39	0.256218353687625	0.602	0.289	2.6954817318242e-35	L5_PT_CTX	Fkbp4
Zfp915	1.10600334149457e-39	0.666304383537579	0.369	0.153	2.72397562976697e-35	L5_PT_CTX	Zfp9
Gsk3a10	1.21306785032384e-39	0.257128636285436	0.768	0.405	2.98766480856259e-35	L5_PT_CTX	Gsk3a
Mrps2613	1.24461355303021e-39	0.43345947266617	0.826	0.456	3.0653587197581e-35	L5_PT_CTX	Mrps26
Gm4464410	1.33089055687332e-39	0.649377878173011	0.404	0.175	3.2778503525233e-35	L5_PT_CTX	Gm44644
Mrps3410	1.3875827442231e-39	0.468323522268068	0.538	0.256	3.41747754074706e-35	L5_PT_CTX	Mrps34
Ndufs34	1.42092303827326e-39	0.286560431998195	0.595	0.288	3.49959135096322e-35	L5_PT_CTX	Ndufs3
Rgs1111	1.42212358231044e-39	0.834721256486012	0.304	0.119	3.50254817087238e-35	L5_PT_CTX	Rgs11
Hars12	1.52522093806835e-39	0.40059500888095	0.538	0.254	3.75646664836853e-35	L5_PT_CTX	Hars
Ndfip29	1.69936471562543e-39	0.412782520265656	0.882	0.508	4.18536535811388e-35	L5_PT_CTX	Ndfip2
Btf3l45	1.81139223751112e-39	0.406364686900447	0.454	0.202	4.46127794176614e-35	L5_PT_CTX	Btf3l4
Dynll213	1.86951984963303e-39	0.451406200203768	0.992	0.636	4.60444043766119e-35	L5_PT_CTX	Dynll2
Polr2j13	1.90196478367616e-39	0.408371828651213	0.711	0.369	4.68434906571601e-35	L5_PT_CTX	Polr2j
AU0222528	1.99495671629395e-39	0.561055197508038	0.391	0.167	4.91337889656038e-35	L5_PT_CTX	AU022252
Nus113	1.99972306925587e-39	0.383184898745894	0.743	0.388	4.92511794727029e-35	L5_PT_CTX	Nus1
Rala9	2.11672783033613e-39	0.325375766730957	0.818	0.449	5.21328897333485e-35	L5_PT_CTX	Rala
Lamtor513	2.1492613529551e-39	0.426323192278017	0.803	0.447	5.29341578619311e-35	L5_PT_CTX	Lamtor5
Epha46	2.24060140740796e-39	0.115213337294909	0.843	0.432	5.51837720630508e-35	L5_PT_CTX	Epha4
Nabp212	2.25997737037332e-39	0.36426047068422	0.657	0.33	5.56609826549244e-35	L5_PT_CTX	Nabp2
Rab27b7	2.34189451517206e-39	0.223900167343015	0.665	0.336	5.76785200141726e-35	L5_PT_CTX	Rab27b
Ppp1r12c3	2.34327121140498e-39	0.252813060620828	0.576	0.278	5.77124266656933e-35	L5_PT_CTX	Ppp1r12c
Znhit113	2.37153608165754e-39	0.37590103373648	0.68	0.343	5.84085621551435e-35	L5_PT_CTX	Znhit1
Dnajc95	2.37648959023827e-39	0.369939867495303	0.315	0.121	5.85305621179782e-35	L5_PT_CTX	Dnajc9
Prickle19	2.48288480302522e-39	0.449930238797956	0.971	0.621	6.11509698137081e-35	L5_PT_CTX	Prickle1
Cyb5b9	2.59314326588239e-39	0.337632736706117	0.783	0.421	6.38665254954175e-35	L5_PT_CTX	Cyb5b
Cemip6	2.61791227437245e-39	0.307437254320051	0.309	0.118	6.4476561405519e-35	L5_PT_CTX	Cemip
Man1b17	2.6239708400633e-39	0.315320662864452	0.543	0.257	6.46257778199191e-35	L5_PT_CTX	Man1b1
Entpd68	2.75550579342684e-39	0.392230347012168	0.486	0.224	6.78653521863096e-35	L5_PT_CTX	Entpd6
Fam213b12	2.7902266919341e-39	0.413639681911698	0.636	0.31	6.87204931956449e-35	L5_PT_CTX	Fam213b
Bloc1s212	2.87803081751533e-39	0.375304864032217	0.677	0.344	7.08830210045851e-35	L5_PT_CTX	Bloc1s2
Gm112908	2.99015637892668e-39	0.896901090192985	0.26	0.096	7.36445614565853e-35	L5_PT_CTX	Gm11290
Phtf17	3.01589555667977e-39	0.244405644413308	0.635	0.312	7.4278491665466e-35	L5_PT_CTX	Phtf1
Prmt28	3.13306688007497e-39	0.367153598209529	0.599	0.291	7.71643041893664e-35	L5_PT_CTX	Prmt2
Zc3h83	3.36964357347967e-39	0.247940038297869	0.234	0.078	8.29909515712307e-35	L5_PT_CTX	Zc3h8
Sugp29	3.44640976278457e-39	0.331253318944544	0.589	0.288	8.48816260476213e-35	L5_PT_CTX	Sugp2
Ccdc12712	3.45982009900207e-39	0.33119293415308	0.621	0.301	8.52119092183219e-35	L5_PT_CTX	Ccdc127
Tomm513	3.49928615908264e-39	0.476686774731624	0.801	0.452	8.61839188120464e-35	L5_PT_CTX	Tomm5
Dpp98	3.59321403830724e-39	0.445941005844986	0.442	0.197	8.84972685494691e-35	L5_PT_CTX	Dpp9
Map4k22	3.68502103295076e-39	0.123002686812482	0.459	0.202	9.07583830205443e-35	L5_PT_CTX	Map4k2
Cnot711	3.87659396359782e-39	0.38688602375136	0.797	0.435	9.54766327294508e-35	L5_PT_CTX	Cnot7
Sgsm111	3.88133900321237e-39	0.518891979635692	0.635	0.323	9.55934983101175e-35	L5_PT_CTX	Sgsm1
Sri5	3.95252096773486e-39	0.236176023922684	0.561	0.268	9.73466389143419e-35	L5_PT_CTX	Sri
Sox5os24	3.95351352773341e-39	1.51376768496954	0.081	0.014	9.73710846745461e-35	L5_PT_CTX	Sox5os2
Tmem1079	4.08519503726099e-39	0.718671159957472	0.321	0.127	1.00614268572701e-34	L5_PT_CTX	Tmem107
Kctd2011	4.31257108195725e-39	0.337352972058064	0.532	0.25	1.06214313177525e-34	L5_PT_CTX	Kctd20
Hp1bp39	4.36931411882327e-39	0.439434013951092	0.94	0.594	1.07611837432498e-34	L5_PT_CTX	Hp1bp3
Sh3glb210	4.78365441211365e-39	0.502870385525303	0.625	0.321	1.17816624515947e-34	L5_PT_CTX	Sh3glb2
Acot139	4.82561904827264e-39	0.393514189611059	0.683	0.349	1.18850171539907e-34	L5_PT_CTX	Acot13
Psrc16	4.90860716128272e-39	1.24254485688044	0.162	0.046	1.20894085775232e-34	L5_PT_CTX	Psrc1
Aar26	5.26868541551577e-39	0.397684797923992	0.375	0.157	1.29762453098738e-34	L5_PT_CTX	Aar2
Coa611	5.46718695920364e-39	0.427186385632174	0.477	0.217	1.34651347618226e-34	L5_PT_CTX	Coa6
Gcn1l112	6.23772445049511e-39	0.52432459701787	0.472	0.216	1.53628915491244e-34	L5_PT_CTX	Gcn1l1
Rab1b10	6.66186666786902e-39	0.396128408329581	0.573	0.28	1.64075114162946e-34	L5_PT_CTX	Rab1b
Gm154948	6.8139745111996e-39	1.00431813923466	0.216	0.072	1.67821378236335e-34	L5_PT_CTX	Gm15494
Fn3k11	7.57871607892025e-39	0.602939949164985	0.32	0.126	1.86656198307727e-34	L5_PT_CTX	Fn3k
Ero1l5	8.19387165179977e-39	0.262360603222987	0.557	0.263	2.01806864912177e-34	L5_PT_CTX	Ero1l
Chmp1a11	8.20439299425565e-39	0.412530669647979	0.547	0.263	2.02065995055522e-34	L5_PT_CTX	Chmp1a
Dnm1l11	8.30974502354815e-39	0.424619415423407	0.913	0.561	2.04660710184967e-34	L5_PT_CTX	Dnm1l
Nsmf9	8.62666245223572e-39	0.365221926268608	0.761	0.402	2.12466069536114e-34	L5_PT_CTX	Nsmf
Eftud26	8.70147846146418e-39	0.310042404992435	0.609	0.296	2.14308713027401e-34	L5_PT_CTX	Eftud2
Zfp6688	8.92450227712444e-39	0.561236577920942	0.275	0.101	2.19801566583298e-34	L5_PT_CTX	Zfp668
Mcrip25	9.52263984734979e-39	0.503119414969955	0.274	0.1	2.34533096800378e-34	L5_PT_CTX	Mcrip2
Uba56	9.58975794577992e-39	0.320307849604204	0.596	0.294	2.36186148446614e-34	L5_PT_CTX	Uba5
Mrps259	9.63936653242201e-39	0.417515338707152	0.48	0.217	2.37407958327022e-34	L5_PT_CTX	Mrps25
Cenps3	9.73135475686573e-39	1.51483044722178	0.185	0.057	2.39673536306846e-34	L5_PT_CTX	Cenps
