p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Map3k128	1.08876171458837e-10	0.244620658701949	0.44	0.3	2.68151122685969e-06	Sncg	Map3k12
Rnasel6	1.12416084412269e-10	0.265394799660222	0.157	0.083	2.76869574298977e-06	Sncg	Rnasel
Cabyr1	1.16576532547546e-10	0.53946926108241	0.061	0.022	2.87116342011351e-06	Sncg	Cabyr
Dlgap47	1.16842765713878e-10	0.152326546217573	0.852	0.587	2.87772047676711e-06	Sncg	Dlgap4
Sel1l8	1.19068507843426e-10	0.164723052257879	0.826	0.605	2.93253827967574e-06	Sncg	Sel1l
Pomgnt23	1.20064923874526e-10	0.543125575235614	0.154	0.081	2.9570790101057e-06	Sncg	Pomgnt2
Top1mt1	1.22659022880502e-10	0.677398627030183	0.121	0.059	3.02096907452388e-06	Sncg	Top1mt
Atp2b38	1.27943130729293e-10	0.310774277798018	0.402	0.272	3.15111136673175e-06	Sncg	Atp2b3
Cbx82	1.30310915803999e-10	0.752261760235113	0.102	0.047	3.20942754533669e-06	Sncg	Cbx8
Gm99342	1.34149310138001e-10	0.681076842983611	0.037	0.01	3.30396335938882e-06	Sncg	Gm9934
Zer18	1.42136954141581e-10	0.158480554942927	0.575	0.394	3.500691043553e-06	Sncg	Zer1
Nudt16l14	1.42432962863383e-10	0.211722093885511	0.28	0.173	3.50798144236225e-06	Sncg	Nudt16l1
Mtif32	1.43487457938623e-10	0.441247649601145	0.171	0.094	3.53395260157035e-06	Sncg	Mtif3
Psmf15	1.44366463144197e-10	0.195495785454221	0.255	0.154	3.55560162077842e-06	Sncg	Psmf1
Gm98337	1.48609309113159e-10	0.607225985754781	0.159	0.085	3.660098674148e-06	Sncg	Gm9833
Ap1s18	1.49262512260561e-10	0.110887665619467	0.714	0.482	3.67618641446536e-06	Sncg	Ap1s1
Rnf138rt11	1.60778614027152e-10	2.31906188540136	0.018	0.003	3.95981648487472e-06	Sncg	Rnf138rt1
Cfap973	1.61114657322834e-10	0.148142085119297	0.361	0.235	3.96809289520407e-06	Sncg	Cfap97
Pdcl2	1.61772449026738e-10	0.271277288333616	0.216	0.126	3.98429364707953e-06	Sncg	Pdcl
Dnaja36	1.63260790259886e-10	0.180636024796146	0.407	0.274	4.02095000331074e-06	Sncg	Dnaja3
Coq45	1.6359339163064e-10	0.42297005872049	0.199	0.114	4.02914164247103e-06	Sncg	Coq4
Aprt7	1.65102009979708e-10	0.324342116381089	0.367	0.245	4.06629740379022e-06	Sncg	Aprt
Zfp8534	1.65728550934467e-10	1.2009698290157	0.057	0.02	4.08172848096498e-06	Sncg	Zfp853
Ergic18	1.68230570857973e-10	0.105823339503126	0.642	0.445	4.14335072966102e-06	Sncg	Ergic1
Azin27	1.70901093442778e-10	0.453209122344687	0.284	0.179	4.20912303040219e-06	Sncg	Azin2
Ube2w8	1.73991711010419e-10	0.13171922268433	0.804	0.577	4.2852418504756e-06	Sncg	Ube2w
Mex3a3	1.75787888236884e-10	0.59851092640993	0.072	0.028	4.32947989938621e-06	Sncg	Mex3a
Eif2b15	1.7609229046145e-10	0.428177779662849	0.177	0.098	4.33697702177506e-06	Sncg	Eif2b1
Strip17	1.76094823354647e-10	0.101140737193508	0.358	0.232	4.33703940440161e-06	Sncg	Strip1
Dzip1l3	1.76208777590912e-10	0.297263987179793	0.18	0.099	4.33984598328658e-06	Sncg	Dzip1l
Hykk3	1.76214382007628e-10	0.605301467997752	0.096	0.043	4.33998401446588e-06	Sncg	Hykk
Mlx7	1.80301328461594e-10	0.384933572753612	0.231	0.137	4.4406414186806e-06	Sncg	Mlx
Gm458449	1.87769722767409e-10	0.345057028950094	0.309	0.199	4.62458050203853e-06	Sncg	Gm45844
Efnb14	1.87998150971816e-10	0.376169956943099	0.179	0.1	4.63020646028485e-06	Sncg	Efnb1
D330045A20Rik4	1.88699961731294e-10	1.48826925968388	0.055	0.019	4.64749135748005e-06	Sncg	D330045A20Rik
Mdrl3	1.91564458210084e-10	1.74579427117882	0.037	0.01	4.71804104125615e-06	Sncg	Mdrl
Fam159b1	1.94283920589085e-10	2.92624963731239	0.02	0.004	4.78501868018859e-06	Sncg	Fam159b
Amph9	2.07662797416572e-10	0.150549051302282	0.841	0.581	5.11452703757275e-06	Sncg	Amph
Ropn1l4	2.07900676583564e-10	0.627543692551313	0.104	0.048	5.12038576357659e-06	Sncg	Ropn1l
Clcn47	2.09853299980959e-10	0.126523895936443	0.766	0.541	5.16847692523103e-06	Sncg	Clcn4
Drg23	2.10845224181485e-10	0.176252318776326	0.202	0.114	5.19290702636579e-06	Sncg	Drg2
Mboat77	2.17386930791315e-10	0.168852171137355	0.569	0.392	5.3540227184593e-06	Sncg	Mboat7
Smim172	2.21340908877968e-10	1.01949079176099	0.047	0.015	5.45140524475548e-06	Sncg	Smim17
B230369F24Rik2	2.21507169571923e-10	0.331505427389808	0.121	0.059	5.4555000793869e-06	Sncg	B230369F24Rik
Zdhhc86	2.22557783202629e-10	0.209706428123226	0.416	0.28	5.48137564249754e-06	Sncg	Zdhhc8
Wdr829	2.22836314047723e-10	0.106008928124403	0.58	0.397	5.48823557868137e-06	Sncg	Wdr82
Gm281988	2.25868017491814e-10	0.42783841115869	0.205	0.118	5.56290340280588e-06	Sncg	Gm28198
Nudt106	2.26054179085588e-10	0.468871627931887	0.245	0.148	5.56748837669894e-06	Sncg	Nudt10
Hdac33	2.2684200353036e-10	0.237362388924079	0.326	0.21	5.58689170494923e-06	Sncg	Hdac3
Gm425673	2.3005975745384e-10	0.559237209578539	0.084	0.036	5.66614176633062e-06	Sncg	Gm42567
Setbp16	2.32300554621522e-10	0.106168618926693	0.87	0.624	5.72133035977346e-06	Sncg	Setbp1
Fstl15	2.32419071009726e-10	0.182878497951671	0.3	0.189	5.72424929989854e-06	Sncg	Fstl1
Scnm14	2.35053715247344e-10	0.184619842706275	0.213	0.123	5.78913795282684e-06	Sncg	Scnm1
Zfp3347	2.36688340404672e-10	0.469582391298379	0.177	0.099	5.82939713582668e-06	Sncg	Zfp334
5033417F24Rik4	2.38364107407641e-10	1.7174996749677	0.047	0.015	5.87066960134278e-06	Sncg	5033417F24Rik
Hmga1b1	2.42122477788458e-10	2.07983074519734	0.032	0.008	5.96323450545193e-06	Sncg	Hmga1b
A330032B11Rik5	2.42289039089625e-10	0.392078682560248	0.177	0.098	5.96733674373836e-06	Sncg	A330032B11Rik
Polr1c3	2.46373969431463e-10	0.307378226037064	0.245	0.148	6.0679444931275e-06	Sncg	Polr1c
Gm133274	2.47449559850797e-10	0.934901643973976	0.063	0.023	6.09443520956527e-06	Sncg	Gm13327
Sfrp41	2.53582610197262e-10	1.19488410876008	0.031	0.008	6.24548610654836e-06	Sncg	Sfrp4
Hirip36	2.54748550938899e-10	0.507544789946327	0.177	0.099	6.27420206107414e-06	Sncg	Hirip3
Thoc36	2.56376422608384e-10	0.329471190550905	0.239	0.143	6.3142949124219e-06	Sncg	Thoc3
1700028P14Rik4	2.56716225212299e-10	1.03370681513901	0.09	0.04	6.32266391075372e-06	Sncg	1700028P14Rik
Zfp355	2.70449685650373e-10	0.293432241730629	0.171	0.093	6.66090530788305e-06	Sncg	Zfp35
Pcdh155	2.70868215860577e-10	0.107963798369275	0.654	0.483	6.67121328843016e-06	Sncg	Pcdh15
Mfsd126	2.71798848027794e-10	0.349752730834251	0.228	0.136	6.69413382807655e-06	Sncg	Mfsd12
Sphk22	2.72717385632811e-10	0.335325983314473	0.168	0.092	6.71675649075051e-06	Sncg	Sphk2
Myo5a8	2.75048822828067e-10	0.11293735443883	0.899	0.648	6.77417745743246e-06	Sncg	Myo5a
L3mbtl24	2.822086432059e-10	0.264654493475575	0.231	0.137	6.9505166735181e-06	Sncg	L3mbtl2
Gm120274	2.86487628289608e-10	1.27679889639638	0.101	0.048	7.05590379714475e-06	Sncg	Gm12027
Gm156873	2.87314256665579e-10	2.2071527923592	0.023	0.005	7.07626282741654e-06	Sncg	Gm15687
Coil7	2.92578201110874e-10	0.266016986825235	0.243	0.147	7.2059085151597e-06	Sncg	Coil
1810043G02Rik8	2.94015444633601e-10	0.5127061014862	0.245	0.151	7.24130638588096e-06	Sncg	1810043G02Rik
Adal3	2.95756514291761e-10	0.314240179059766	0.226	0.135	7.28418719049177e-06	Sncg	Adal
Gm144183	2.99179723167904e-10	1.12499054765341	0.049	0.016	7.3684974019023e-06	Sncg	Gm14418
Dcaf113	3.00660924788496e-10	0.109744772592332	0.313	0.199	7.40497791661586e-06	Sncg	Dcaf11
Rnf68	3.27705396300923e-10	0.165928780686804	0.492	0.341	8.07105620549543e-06	Sncg	Rnf6
Nat95	3.28304176781064e-10	0.288576715064558	0.196	0.112	8.08580356994083e-06	Sncg	Nat9
Wdr128	3.29230249457107e-10	0.199295117182682	0.327	0.212	8.10861181387908e-06	Sncg	Wdr12
2310047D07Rik	3.32569577739339e-10	1.10870120759019	0.026	0.006	8.19085613014218e-06	Sncg	2310047D07Rik
Etfrf13	3.35377637983838e-10	0.328316613703988	0.205	0.12	8.26001584590394e-06	Sncg	Etfrf1
Tmem2519	3.42550897505532e-10	0.328992731867849	0.281	0.179	8.43668605466375e-06	Sncg	Tmem251
Ifit22	3.47294989857665e-10	0.305276013753111	0.096	0.043	8.55352830520442e-06	Sncg	Ifit2
Ddb14	3.61861222175277e-10	0.105143218220418	0.483	0.331	8.91228004095489e-06	Sncg	Ddb1
Gm289133	3.67022922632146e-10	1.90231925276177	0.035	0.01	9.03940756150712e-06	Sncg	Gm28913
Kctd75	3.82926908375341e-10	0.461323001475082	0.112	0.053	9.43110682637627e-06	Sncg	Kctd7
D930016D06Rik5	3.83723438458422e-10	0.11926326746249	0.373	0.249	9.45072456579248e-06	Sncg	D930016D06Rik
Nespas3	3.9361166470362e-10	1.19633044489521	0.032	0.008	9.69426168998545e-06	Sncg	Nespas
Rbm461	3.94164527457331e-10	1.76724059894359	0.017	0.003	9.70787814674661e-06	Sncg	Rbm46
Nol66	4.09577585904764e-10	0.278403663689877	0.32	0.206	1.00874863632484e-05	Sncg	Nol6
Zfp9420	4.14386901493818e-10	0.511255351089166	0.165	0.091	1.02059349968913e-05	Sncg	Zfp94
3110021N24Rik6	4.14690404306654e-10	0.371703199675946	0.248	0.153	1.02134099676686e-05	Sncg	3110021N24Rik
Mfsd92	4.1490272944256e-10	0.928759097462549	0.058	0.021	1.02186393234408e-05	Sncg	Mfsd9
Mei44	4.15549880078166e-10	0.528329267914325	0.193	0.112	1.02345779964451e-05	Sncg	Mei4
Sptbn49	4.40682152074692e-10	0.240763760807456	0.448	0.307	1.08535607234476e-05	Sncg	Sptbn4
Ccdc1784	4.41696484121262e-10	1.19540871631303	0.06	0.022	1.08785427074226e-05	Sncg	Ccdc178
Stk258	4.43278358839129e-10	0.159542817378955	0.615	0.432	1.09175026998489e-05	Sncg	Stk25
A430033K04Rik4	4.43729465344794e-10	0.243328237976528	0.196	0.112	1.09286130019769e-05	Sncg	A430033K04Rik
Phkg27	4.4672682789368e-10	0.107920827307991	0.408	0.276	1.10024350441934e-05	Sncg	Phkg2
Alg10b6	4.47862768918021e-10	0.290694520550423	0.32	0.209	1.10304121356819e-05	Sncg	Alg10b
P4htm8	4.54022074342150e-10	0.219088445795557	0.396	0.268	1.11821096689728e-05	Sncg	P4htm
Gm168615	4.57878978048979e-10	0.919526119713361	0.052	0.018	1.12771013503683e-05	Sncg	Gm16861
Sec22c5	4.59465531340183e-10	0.439928013585982	0.222	0.133	1.13161765713774e-05	Sncg	Sec22c
Eif2d3	4.84148309714988e-10	0.266515010226319	0.222	0.131	1.19240887199704e-05	Sncg	Eif2d
Tmem532	4.87548219925587e-10	0.733133795379906	0.058	0.021	1.20078251085473e-05	Sncg	Tmem53
Glod52	4.88615388437456e-10	1.698165016365	0.035	0.01	1.20341084018261e-05	Sncg	Glod5
Inip5	4.96747853093295e-10	0.221515905438328	0.289	0.183	1.22344028738348e-05	Sncg	Inip
Gnpnat16	5.07789358012652e-10	0.349974028337049	0.177	0.099	1.25063440984936e-05	Sncg	Gnpnat1
Map1s4	5.0857792389274e-10	0.288941917396596	0.266	0.167	1.25257656875543e-05	Sncg	Map1s
Gfpt24	5.12384314980582e-10	0.757550308107338	0.078	0.032	1.26195132936567e-05	Sncg	Gfpt2
Ccdc1596	5.19071433493069e-10	0.572669090965318	0.128	0.065	1.27842103355008e-05	Sncg	Ccdc159
Ptpn201	5.20403600174053e-10	2.49979086697698	0.014	0.002	1.28170202686868e-05	Sncg	Ptpn20
Fbxo456	5.3239725088328e-10	0.240995440986249	0.408	0.277	1.31124118920043e-05	Sncg	Fbxo45
Scrn34	5.37814926675997e-10	0.173941739639014	0.257	0.157	1.32458438291031e-05	Sncg	Scrn3
Rer18	5.38655792351384e-10	0.109076040092732	0.5	0.343	1.32665535098222e-05	Sncg	Rer1
Gm175866	5.5594827047564e-10	0.670308597096567	0.118	0.058	1.36924499535445e-05	Sncg	Gm17586
Scx1	5.75530522882035e-10	1.15779973400406	0.04	0.012	1.41747412480616e-05	Sncg	Scx
Fam216a7	5.91904916233341e-10	0.263296502830138	0.343	0.224	1.4578026181911e-05	Sncg	Fam216a
Gm14391	6.09944587126713e-10	0.598104226794729	0.076	0.032	1.50223252363438e-05	Sncg	Gm14391
Tmem120b5	6.32044618856122e-10	0.331858927993624	0.249	0.153	1.55666269178074e-05	Sncg	Tmem120b
Cep1267	6.88157451968055e-10	0.297162395395735	0.353	0.236	1.69486298845212e-05	Sncg	Cep126
Acad92	7.13289202717555e-10	0.238009717511857	0.148	0.079	1.75675997737307e-05	Sncg	Acad9
Agbl51	7.17473112542731e-10	0.402700744589446	0.109	0.052	1.76706452888149e-05	Sncg	Agbl5
Atxn1l5	7.32563630960882e-10	0.279823789455021	0.248	0.153	1.80423096669356e-05	Sncg	Atxn1l
Fxn3	7.35925277386444e-10	0.229386844845197	0.161	0.087	1.81251036567507e-05	Sncg	Fxn
Mrps78	7.65616606971929e-10	0.112516225708345	0.408	0.277	1.88563714131116e-05	Sncg	Mrps7
Cep199	7.69035986821122e-10	0.103444853885721	0.596	0.396	1.89405873194174e-05	Sncg	Cep19
Slc25a101	8.02371817189294e-10	0.53686768644506	0.066	0.026	1.97616154855551e-05	Sncg	Slc25a10
Exosc45	8.0496116539325e-10	0.30931622475605	0.217	0.129	1.98253885424704e-05	Sncg	Exosc4
Gm306061	8.20188842027113e-10	0.694404379842178	0.037	0.011	2.02004309902858e-05	Sncg	Gm30606
Cpxm12	8.26177561478792e-10	0.813662676760909	0.05	0.017	2.03479271616612e-05	Sncg	Cpxm1
B4galnt47	8.57077437239568e-10	0.38071012097957	0.313	0.205	2.11089602017733e-05	Sncg	B4galnt4
Eif2b55	8.57298570776126e-10	0.140435066434397	0.252	0.156	2.11144064996452e-05	Sncg	Eif2b5
Unc45a1	8.62783244666162e-10	0.177328808313414	0.242	0.147	2.12494885328829e-05	Sncg	Unc45a
Ces5a2	8.79179649270737e-10	1.34241737999429	0.041	0.013	2.1653315581889e-05	Sncg	Ces5a
Zfp5237	8.82485993883508e-10	0.272815787358646	0.335	0.223	2.17347475433569e-05	Sncg	Zfp523
Lancl16	8.87413032765926e-10	0.161922454874773	0.546	0.384	2.1856095583992e-05	Sncg	Lancl1
Ppp2r3c4	8.95498524875139e-10	0.173051513940131	0.272	0.172	2.20552331691498e-05	Sncg	Ppp2r3c
Mrps178	8.97745529493296e-10	0.161164212299268	0.453	0.31	2.21105746458904e-05	Sncg	Mrps17
Igfbp35	9.00575307302345e-10	0.527327103058309	0.13	0.067	2.21802692435495e-05	Sncg	Igfbp3
Cdh261	9.03769707397016e-10	2.69094119770729	0.014	0.002	2.22589441234811e-05	Sncg	Cdh26
Haus26	9.10607869989509e-10	0.248741093971252	0.281	0.179	2.24273612299716e-05	Sncg	Haus2
Tnfrsf12a1	9.16984110374818e-10	0.718688974225894	0.084	0.037	2.25844016544214e-05	Sncg	Tnfrsf12a
Trmt10b8	9.21938181588577e-10	0.347074949774523	0.205	0.121	2.27064154743451e-05	Sncg	Trmt10b
Ccdc1733	9.54749569838953e-10	0.120307766987587	0.185	0.104	2.35145271555636e-05	Sncg	Ccdc173
Zfp6875	9.56768874515482e-10	0.286422247230767	0.202	0.118	2.35642606104418e-05	Sncg	Zfp687
Haus43	1.01079224762135e-09	0.484247283858747	0.06	0.022	2.48948022666661e-05	Sncg	Haus4
Gm117133	1.03949859357174e-09	0.321181900443349	0.095	0.043	2.56018108610784e-05	Sncg	Gm11713
Snx116	1.07491725632332e-09	0.312153248067046	0.228	0.137	2.64741371059872e-05	Sncg	Snx11
Cdr23	1.07801345886977e-09	0.50242060960746	0.096	0.045	2.65503934785036e-05	Sncg	Cdr2
Paqr36	1.14997437918665e-09	0.154162340895636	0.335	0.223	2.8322718984988e-05	Sncg	Paqr3
Chrna1os4	1.15388011222964e-09	0.964536118686568	0.063	0.024	2.84189132841038e-05	Sncg	Chrna1os
Cd2bp26	1.17351435744834e-09	0.226615534622916	0.294	0.187	2.89024851095952e-05	Sncg	Cd2bp2
Gm218145	1.1944474355534e-09	0.631613408068886	0.089	0.04	2.94180458902446e-05	Sncg	Gm21814
Zkscan111	1.19916456564498e-09	0.150038118945128	0.42	0.291	2.95342240872702e-05	Sncg	Zkscan1
Csnk1a12	1.20104618854063e-09	0.117120113425152	0.927	0.76	2.95805665775671e-05	Sncg	Csnk1a1
Cacna1h1	1.21636541725804e-09	0.40718342282118	0.148	0.079	2.99578638616482e-05	Sncg	Cacna1h
Pemt2	1.21701270938645e-09	1.10817452054993	0.063	0.024	2.99738060194788e-05	Sncg	Pemt
Nhp28	1.22887153210893e-09	0.259903425028261	0.394	0.27	3.02658769643108e-05	Sncg	Nhp2
Tmem283	1.26592697416596e-09	0.700249401592131	0.13	0.067	3.11785154467334e-05	Sncg	Tmem28
Gm51414	1.31708960366052e-09	0.521989607927992	0.171	0.097	3.2438599848555e-05	Sncg	Gm5141
Gmps6	1.33524988532139e-09	0.143358224101057	0.618	0.444	3.28858694255805e-05	Sncg	Gmps
Rad23b6	1.33878226496709e-09	0.136907948061717	0.703	0.503	3.29728684038745e-05	Sncg	Rad23b
Sec132	1.35447753544173e-09	0.103956711355035	0.231	0.139	3.33594272203945e-05	Sncg	Sec13
Tfb2m8	1.37438738065156e-09	0.150861089746702	0.312	0.199	3.38497867980672e-05	Sncg	Tfb2m
Gm105636	1.37661764303582e-09	0.228237151425649	0.203	0.12	3.39047159303292e-05	Sncg	Gm10563
Dnajc93	1.44661352961636e-09	0.250007609650892	0.209	0.124	3.56286446209213e-05	Sncg	Dnajc9
1700030L22Rik2	1.45885037473657e-09	1.70921599462622	0.017	0.003	3.59300258793871e-05	Sncg	1700030L22Rik
Gm35167	1.45900525949648e-09	1.69982701638966	0.012	0.002	3.59338405361389e-05	Sncg	Gm35167
Apip1	1.54919716104092e-09	0.340753983953869	0.147	0.079	3.81551768792768e-05	Sncg	Apip
2310026I22Rik5	1.56797937849386e-09	1.110786996798	0.089	0.04	3.86177641129252e-05	Sncg	2310026I22Rik
Kctd26	1.58656272909233e-09	0.246395553505121	0.329	0.218	3.90754534548151e-05	Sncg	Kctd2
Zfp6553	1.60912389017123e-09	0.190512177776813	0.26	0.162	3.96311122910273e-05	Sncg	Zfp655
Cbr13	1.66040848552251e-09	0.192983940802572	0.22	0.132	4.0894200589934e-05	Sncg	Cbr1
Dgkq4	1.66426760112007e-09	0.223927571632728	0.203	0.12	4.09892467479862e-05	Sncg	Dgkq
Tmem568	1.67150805145141e-09	0.173710833911532	0.483	0.337	4.11675717991967e-05	Sncg	Tmem56
Rtf18	1.73089203664642e-09	0.146773004244308	0.849	0.613	4.26301399705646e-05	Sncg	Rtf1
Sptbn17	1.80804249934071e-09	0.102626550910069	0.953	0.706	4.45302787162623e-05	Sncg	Sptbn1
Bod18	1.8149268314708e-09	0.199576307788897	0.505	0.352	4.46998329322942e-05	Sncg	Bod1
Dus3l3	1.815736633504e-09	0.22748643244123	0.217	0.13	4.471977754657e-05	Sncg	Dus3l
Mrpl197	1.8554584957991e-09	0.276257322913409	0.317	0.208	4.56980872930361e-05	Sncg	Mrpl19
Aar25	1.91311995113493e-09	0.123179328485918	0.26	0.161	4.71182312765021e-05	Sncg	Aar2
Gm105017	2.05554830306598e-09	0.191557534145496	0.275	0.173	5.0626099156212e-05	Sncg	Gm10501
Gm315131	2.06571489428988e-09	1.42491085784196	0.037	0.011	5.08764921314655e-05	Sncg	Gm31513
Chpf25	2.07161629703068e-09	0.229084177046384	0.274	0.174	5.10218377795686e-05	Sncg	Chpf2
Kazald16	2.08182942751849e-09	0.560530676012719	0.109	0.053	5.1273376970353e-05	Sncg	Kazald1
Sema6b6	2.10817698916663e-09	0.317371214195599	0.367	0.249	5.19222910661849e-05	Sncg	Sema6b
Gm267712	2.12413861323588e-09	1.58307466729593	0.021	0.005	5.23154099053865e-05	Sncg	Gm26771
Slc25a197	2.12549206713797e-09	0.205734580082025	0.292	0.187	5.23487441215411e-05	Sncg	Slc25a19
Clec3b2	2.13950218547512e-09	1.58388979257927	0.028	0.007	5.26937993260666e-05	Sncg	Clec3b
Cacna1g6	2.1412477928698e-09	0.42211276337685	0.257	0.161	5.27367918905902e-05	Sncg	Cacna1g
Gnpda13	2.15348823618036e-09	0.100635289856264	0.154	0.084	5.30382617688861e-05	Sncg	Gnpda1
Lamb32	2.16188765963723e-09	0.765791766825611	0.063	0.025	5.32451311692054e-05	Sncg	Lamb3
AC163032.16	2.19144482112695e-09	0.751567931696223	0.115	0.058	5.39730944995355e-05	Sncg	AC163032.1
Zdhhc246	2.2656073283931e-09	0.35011704148479	0.188	0.11	5.57996428909935e-05	Sncg	Zdhhc24
Nob18	2.29954998973388e-09	0.193345777581842	0.294	0.189	5.66356166971558e-05	Sncg	Nob1
Dynlt1c1	2.30369819026827e-09	1.13697665165773	0.04	0.012	5.67377827281173e-05	Sncg	Dynlt1c
Mmab4	2.34626392629888e-09	0.37856196041794	0.168	0.094	5.7786134240815e-05	Sncg	Mmab
Trub24	2.37623862252402e-09	0.228020750041648	0.269	0.171	5.85243810341441e-05	Sncg	Trub2
Zfp7682	2.39128391008244e-09	0.641937004848282	0.086	0.038	5.88949314214205e-05	Sncg	Zfp768
Gm59141	2.55987699632109e-09	0.814662161399456	0.066	0.026	6.3047210542392e-05	Sncg	Gm5914
Anxa105	2.58179362827991e-09	1.02405358662091	0.073	0.031	6.35869952709059e-05	Sncg	Anxa10
Tex94	2.58207251376756e-09	0.177624937396905	0.206	0.122	6.35938639415811e-05	Sncg	Tex9
Skp23	2.59021980537243e-09	0.324796113263095	0.15	0.082	6.37945235865177e-05	Sncg	Skp2
Gm206717	2.62365718881704e-09	0.707271759929245	0.176	0.102	6.46180529033749e-05	Sncg	Gm20671
H2-M53	2.69006626316471e-09	1.6791173559746	0.024	0.006	6.62536419954835e-05	Sncg	H2-M5
Pqbp16	2.73541813642885e-09	0.196759747117818	0.223	0.135	6.73706132821062e-05	Sncg	Pqbp1
Twnk4	2.75171353540506e-09	0.335548760950056	0.142	0.076	6.77719526634911e-05	Sncg	Twnk
Msl3l22	2.83798816440934e-09	0.378574701701302	0.15	0.082	6.98968105012375e-05	Sncg	Msl3l2
Phospho25	2.8391732490128e-09	0.169829233578519	0.271	0.172	6.99259979499363e-05	Sncg	Phospho2
Bcl7a9	2.90184855717789e-09	0.121446838698203	0.563	0.397	7.14696281147342e-05	Sncg	Bcl7a
Gm269184	2.99780761814143e-09	1.48876247776185	0.055	0.021	7.38330038272053e-05	Sncg	Gm26918
Mettl212	3.05383909276902e-09	0.341620367456779	0.269	0.174	7.52130030158081e-05	Sncg	Mettl2
Hars9	3.0928213086724e-09	0.19887126977179	0.376	0.259	7.61730960112925e-05	Sncg	Hars
Nt5dc23	3.11550774887234e-09	0.737152378002029	0.057	0.021	7.67318403469768e-05	Sncg	Nt5dc2
Pgam58	3.16075906486511e-09	0.205920260286154	0.463	0.328	7.78463350085628e-05	Sncg	Pgam5
Dhx295	3.21406537909786e-09	0.136115328082307	0.232	0.144	7.91592162218012e-05	Sncg	Dhx29
Slc27a47	3.21838691514027e-09	0.21910855777236	0.359	0.243	7.92656513329897e-05	Sncg	Slc27a4
Fastk8	3.22168782643432e-09	0.216190652610321	0.353	0.238	7.93469494772509e-05	Sncg	Fastk
Fam161b4	3.25834868564422e-09	0.521723183145701	0.13	0.068	8.02498697787315e-05	Sncg	Fam161b
Commd46	3.30182837988075e-09	0.180018526864086	0.356	0.238	8.13207311680829e-05	Sncg	Commd4
4932411K12Rik4	3.32001471017854e-09	0.821819688262565	0.078	0.034	8.17686422969873e-05	Sncg	4932411K12Rik
Usp147	3.49893638807354e-09	0.106596643929073	0.56	0.4	8.61753043018633e-05	Sncg	Usp14
Tmem1295	3.5098398436184e-09	0.203290342781616	0.168	0.095	8.64438455084776e-05	Sncg	Tmem129
Lrrc147	3.56116834228545e-09	0.220824402486155	0.216	0.13	8.77080151021484e-05	Sncg	Lrrc14
Ankrd427	3.56450919732544e-09	0.331508161490623	0.245	0.153	8.77902970209283e-05	Sncg	Ankrd42
Bag57	3.58233294931016e-09	0.371575186652972	0.278	0.181	8.82292782085599e-05	Sncg	Bag5
Trank18	3.59891196426975e-09	0.204312852004044	0.477	0.333	8.86376027679998e-05	Sncg	Trank1
Uros4	3.67074231137738e-09	0.376211065883623	0.183	0.106	9.04067123869135e-05	Sncg	Uros
Gm267248	3.74289130844415e-09	0.375757307384061	0.197	0.118	9.21836700356709e-05	Sncg	Gm26724
Arl14ep5	3.76743201274768e-09	0.134896251812767	0.324	0.214	9.27880830419627e-05	Sncg	Arl14ep
Vdr2	3.82257433197211e-09	2.32102813993886	0.026	0.006	9.41461832221412e-05	Sncg	Vdr
Ercc13	3.96951721032296e-09	0.222824372586033	0.187	0.107	9.77652393730441e-05	Sncg	Ercc1
Arvcf3	4.01580858246075e-09	0.149463767349951	0.231	0.143	9.89053495774259e-05	Sncg	Arvcf
Hectd35	4.12345191821814e-09	0.284458205847733	0.22	0.135	0.000101556497293795	Sncg	Hectd3
Lrrc455	4.25371844263672e-09	0.257406554132183	0.263	0.169	0.0001047648315237	Sncg	Lrrc45
Gyg6	4.27912919343737e-09	0.156157306808674	0.231	0.142	0.000105390672905169	Sncg	Gyg
Mrm22	4.28974210018427e-09	0.618948623427981	0.101	0.049	0.000105652058185439	Sncg	Mrm2
Adpgk3	4.3402720575185e-09	0.183873084662804	0.171	0.097	0.000106896560504623	Sncg	Adpgk
Pef17	4.58273451066404e-09	0.166475836637555	0.291	0.185	0.000112868168263145	Sncg	Pef1
Fbxw96	4.60040641850442e-09	0.41078111534031	0.154	0.086	0.000113303409681345	Sncg	Fbxw9
Zfp8254	4.60234011288285e-09	0.290819829028268	0.113	0.057	0.000113351034640192	Sncg	Zfp825
Sgsm36	4.65479037850239e-09	0.21142357491936	0.329	0.222	0.000114642832232135	Sncg	Sgsm3
