,spot,cell,value,spot_type,cell_type,x,y,Cell_xcoord,Cell_ycoord
1715,374,330732869348987914784341108868120678937,0.00023820867079561695,,L5_IT,4954.219119691452,-1968.5724064975773,4935.977914341233,-1932.187822983281
1999,374,80210897743146618991411525086202387696,0.00023820867079561695,,L4_5_IT,4954.219119691452,-1968.5724064975773,4952.597686686908,-1928.5317971762202
817,375,209382549540357135205690590666369636783,0.00023820867079561695,,Oligo,5044.718084501941,-1968.5724064975773,5028.007395749499,-1986.891002702406
830,375,174127381495909637649151610408690617534,0.00023820867079561695,,Oligo,5044.718084501941,-1968.5724064975773,5030.602432460131,-1971.7733705407882
1752,375,124022895501606826854536917535172182400,0.00023820867079561695,,Oligo,5044.718084501941,-1968.5724064975773,5046.635767996307,-1991.4500928713828
1789,375,295824704093343833151555142703257574423,0.00023820867079561695,,Oligo,5044.718084501941,-1968.5724064975773,5053.83395118747,-1964.8662043160007
2460,375,194438958687120632667444919629142616986,0.00023820867079561695,,L6_CT,5044.718084501941,-1968.5724064975773,5064.510875116291,-1927.8813620573194
2486,376,32529837457340412016088023916564572365,0.00023820867079561695,,Astro,5135.21704931243,-1968.5724064975773,5117.568507041314,-2010.2382751870352
155,376,321405396412410366026830762505450940462,0.00023820867079561695,,L2_3_IT,5135.21704931243,-1968.5724064975773,5147.052386390002,-1954.5204983248946
1377,376,246760955577265923629934290723033534518,0.00023820867079561695,,L2_3_IT,5135.21704931243,-1968.5724064975773,5155.2313990674065,-1950.142709867657
1504,376,201458559516431329671382814201467772568,0.00023820867079561695,,Pvalb,5135.21704931243,-1968.5724064975773,5139.622181916285,-1985.6661638212927
2335,376,180471828837501021571031663564484485573,0.00023820867079561695,,L4_5_IT,5135.21704931243,-1968.5724064975773,5116.610772147133,-1942.2943852870053
1369,377,139670283580368496083127938920088518658,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1968.5724064975773,5180.498386433119,-1966.874818782906
1457,377,75013177125443662061892926958507790258,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1968.5724064975773,5238.413986660152,-1983.8774920226795
187,377,326916784874011592373110702193472733445,0.00023820867079561695,,L5_IT,5225.716014122921,-1968.5724064975773,5228.883777060142,-1965.1238427923267
1660,377,336317631400130462227964606507193904318,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1968.5724064975773,5235.176791847182,-1992.6253590277827
1691,377,79614208103851728725832990388402931679,0.00023820867079561695,,L4_5_IT,5225.716014122921,-1968.5724064975773,5245.607128613997,-1934.360519862199
27,378,83289803685310159160506780400185506959,0.00023820867079561695,,L2_3_IT,5316.214978933411,-1968.5724064975773,5319.632034773552,-1988.3413382765718
829,378,54121119098225161955700306537676848225,0.00023820867079561695,,L4_5_IT,5316.214978933411,-1968.5724064975773,5360.83371999993,-1976.1012579094147
2215,378,109294887134324184397256923588072409364,0.00023820867079561695,,L2_3_IT,5316.214978933411,-1968.5724064975773,5303.7891175546465,-1975.02860170418
2768,378,66151916089489357851015861232835484004,0.00023820867079561695,,L2_3_IT,5316.214978933411,-1968.5724064975773,5275.4027440847785,-1955.1471439001305
2782,378,133498468533497173484749777318951309861,0.00023820867079561695,,L4_5_IT,5316.214978933411,-1968.5724064975773,5321.417278254148,-1948.2436906975895
256,379,189277985185268497439297336436907703484,0.00023820867079561695,,SMC,5406.7139437439,-1968.5724064975773,5442.683459825485,-1963.9419911077036
311,379,93673808520599223780372615496690831670,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1968.5724064975773,5413.2082862488805,-1957.3069646779204
1713,379,308369739205941705301539993856651348704,0.00023820867079561695,,L2_3_IT,5406.7139437439,-1968.5724064975773,5377.844159542954,-2003.4156442652322
1716,379,303448278684614476442180067146361017106,0.00023820867079561695,,Pvalb,5406.7139437439,-1968.5724064975773,5414.332796570527,-1942.322611597517
2851,379,65084213061848135409204956664905846778,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1968.5724064975773,5385.501016531664,-1975.8748208395132
815,38,195005276266641946229787634619150276507,0.00023820867079561695,,L5_ET,4863.720154880962,-3688.052737896882,4873.2140952313275,-3706.2790925914055
2090,38,304234787501892091453007328329457735466,0.00023820867079561695,,L5_ET,4863.720154880962,-3688.052737896882,4871.731820562827,-3712.707089121591
508,38,273671212183346622290445545084474685318,0.00023820867079561695,,L5_6_NP,4863.720154880962,-3688.052737896882,4872.301240578971,-3657.9622324541942
581,38,141205000092141915245900645335748849814,0.00023820867079561695,,L5_6_NP,4863.720154880962,-3688.052737896882,4867.715454225961,-3709.0647484558835
1608,38,130058670392381271925317528367366033815,0.00023820867079561695,,Peri,4863.720154880962,-3688.052737896882,4833.638163805719,-3654.2505268613363
2278,380,29214834587495926027035856513503890697,0.00023820867079561695,,Astro,4411.2253308285135,-1878.073441687088,4391.706589865531,-1902.060123056274
924,380,157106437423495945340787877886370765306,0.00023820867079561695,,Peri,4411.2253308285135,-1878.073441687088,4436.960642013375,-1840.8550401072127
1548,380,251087912284045032636828433792778335822,0.00023820867079561695,,Peri,4411.2253308285135,-1878.073441687088,4427.607553379404,-1853.48018768789
1101,380,294185546214488060815849722493272673560,0.00023820867079561695,,VLMC,4411.2253308285135,-1878.073441687088,4387.736601436769,-1910.0474359259524
1185,380,294435974280099576138647970022679976605,0.00023820867079561695,,VLMC,4411.2253308285135,-1878.073441687088,4412.115267447481,-1883.92442165811
1604,381,323814798465359503265540262840096649048,0.00023820867079561695,,Endo,4501.724295639003,-1878.073441687088,4530.7749295916665,-1844.4244133504485
2865,381,321818068753913184736829339425340746479,0.00023820867079561695,,Pvalb,4501.724295639003,-1878.073441687088,4476.140879464883,-1915.3964168472269
2973,381,214024757233371475288440029647876386604,0.00023820867079561695,,Pvalb,4501.724295639003,-1878.073441687088,4480.589364894112,-1917.3659061712879
1989,381,324495687557029180113547853402930630899,0.00023820867079561695,,Endo,4501.724295639003,-1878.073441687088,4508.681612527467,-1861.071596975441
2714,381,299945493493757233519050731778320049647,0.00023820867079561695,,Endo,4501.724295639003,-1878.073441687088,4512.434691716883,-1852.1088750910371
722,382,117106867123286632571207946335580814685,0.00023820867079561695,,VLMC,4592.223260449493,-1878.073441687088,4582.6173406335565,-1867.5746531398604
920,382,316576545710939216369594957886563798336,0.00023820867079561695,,VLMC,4592.223260449493,-1878.073441687088,4590.05567579508,-1923.2709774020857
1629,382,328801478963329441057575677487221487135,0.00023820867079561695,,VLMC,4592.223260449493,-1878.073441687088,4608.646943500153,-1839.3814749824933
332,382,6296986595541602291925438231811284582,0.00023820867079561695,,PVM,4592.223260449493,-1878.073441687088,4551.6218213993125,-1880.432174024747
1546,382,246348973066061777745456660332603448888,0.00023820867079561695,,PVM,4592.223260449493,-1878.073441687088,4628.1745209193505,-1879.7079288862315
1555,383,188706624773329788992967971511666597577,0.00023820867079561695,,OPC,4682.722225259982,-1878.073441687088,4675.140375161346,-1833.4636758613817
2853,383,295133360545078097466810123413356098424,0.00023820867079561695,,OPC,4682.722225259982,-1878.073441687088,4680.916405392072,-1897.3440593997898
383,383,185716335112755288749164412171555839168,0.00023820867079561695,,L2_3_IT,4682.722225259982,-1878.073441687088,4675.922006807393,-1910.9476566977432
3787,383,288807821357084196310722291510149207660,0.0002359614191843373,,L5_6_NP,4682.722225259982,-1878.073441687088,4685.537708696461,-1851.9122239428273
3799,383,210115444828658049942673924377734749887,0.00021910703209974098,,L5_ET,4682.722225259982,-1878.073441687088,4696.094630242626,-1896.699592533694
1200,384,123763962632019916745819676800493501454,0.00023820867079561695,,OPC,4773.221190070472,-1878.073441687088,4732.178537614805,-1897.1264293096583
409,384,94584113432108181105239568089424432080,0.00023820867079561695,,L6_CT,4773.221190070472,-1878.073441687088,4774.948723420715,-1876.3341745184593
427,384,282485899999032841764331233925264113958,0.00023820867079561695,,L2_3_IT,4773.221190070472,-1878.073441687088,4787.747794466136,-1865.8693996709728
600,384,295284199737998646404589156891982124995,0.00023820867079561695,,L2_3_IT,4773.221190070472,-1878.073441687088,4786.665715585804,-1869.6828868473679
1259,384,76818821188400065011763524067709959272,0.00023820867079561695,,L2_3_IT,4773.221190070472,-1878.073441687088,4784.565179264876,-1881.3543180889856
798,385,331633375842678520825581271462562607537,0.00023820867079561695,,Lamp5,4863.720154880962,-1878.073441687088,4872.775630178317,-1879.721014764873
2310,385,280814663061023268528861632484301053949,0.00023820867079561695,,Vip,4863.720154880962,-1878.073441687088,4880.315329490367,-1874.9790577547305
81,385,145428253599814138464866103935135767607,0.00023820867079561695,,Astro,4863.720154880962,-1878.073441687088,4818.52371429965,-1875.8831410861337
1717,385,228579935902488529333709836000895649427,0.00023820867079561695,,Lamp5,4863.720154880962,-1878.073441687088,4873.548819871649,-1877.8645609561738
2032,385,129225821031178654596633763365886280464,0.00023820867079561695,,Lamp5,4863.720154880962,-1878.073441687088,4873.437280564822,-1881.9194338735322
1592,386,318495371336953586104443894796033297256,0.00023820867079561695,,Lamp5,4954.219119691452,-1878.073441687088,4925.31902731387,-1863.706601928557
2902,386,331804677351302687813030763749029575814,0.00023820867079561695,,Lamp5,4954.219119691452,-1878.073441687088,4909.9475226124305,-1887.4297951442509
2553,386,241345360477345949470514299703860015956,0.00023820867079561695,,Pvalb,4954.219119691452,-1878.073441687088,4972.723579945008,-1883.5190505600574
2756,386,284544957295596105329724527109444940761,0.00023820867079561695,,Sst,4954.219119691452,-1878.073441687088,4976.962064177122,-1867.5895489232919
1616,386,212402056498755425322620279315796019641,0.00023820867079561695,,Vip,4954.219119691452,-1878.073441687088,4986.143404408812,-1888.1222118792787
934,387,24586832786719230511356528636889452098,0.00023820867079561695,,Vip,5044.718084501941,-1878.073441687088,5043.379129563927,-1832.8437737951333
117,387,202655125185435779350480340865588461851,0.00023820867079561695,,L4_5_IT,5044.718084501941,-1878.073441687088,5047.486938974468,-1884.0469742745286
1157,387,255615504441213635922627805217624202602,0.00023820867079561695,,Micro,5044.718084501941,-1878.073441687088,5016.081124173053,-1912.0281818546198
1471,387,172196429499312144315091242970127558872,0.00023820867079561695,,L4_5_IT,5044.718084501941,-1878.073441687088,5036.0072948876905,-1886.9246338125567
1576,387,153137012014445390805674923716710734839,0.00023820867079561695,,L2_3_IT,5044.718084501941,-1878.073441687088,5080.635934910572,-1874.523644698598
837,388,334915228304538539231331105894250984358,0.00023820867079561695,,L4_5_IT,5135.21704931243,-1878.073441687088,5132.221005395811,-1896.0917716455247
1790,388,8473985657461140968230655337855143526,0.00023820867079561695,,L4_5_IT,5135.21704931243,-1878.073441687088,5099.541255930083,-1889.0555356060736
735,388,119788270894644785814703205255518907518,0.00023820867079561695,,L2_3_IT,5135.21704931243,-1878.073441687088,5164.5167053694695,-1862.80741698641
834,388,56750478732583834719576012760799211737,0.00023820867079561695,,L6_IT,5135.21704931243,-1878.073441687088,5175.400139469966,-1857.268756557679
3080,388,224043646218009918471897570797113552433,0.00023820867079561695,,L4_5_IT,5135.21704931243,-1878.073441687088,5104.406140396823,-1885.143727639745
2536,389,286609914121166620367320582982096935916,0.00023820867079561695,,L5_ET,5225.716014122921,-1878.073441687088,5233.354779017627,-1842.0338672097962
3495,389,166236130703533799935161791423762629861,0.00023820867079561695,,L5_ET,5225.716014122921,-1878.073441687088,5201.790686082431,-1898.2433397545897
1376,389,10913448097453515035186611880054082367,0.00023820867079561695,,SMC,5225.716014122921,-1878.073441687088,5243.624475002181,-1836.5186262395546
596,389,314925749576977026837427519721173845933,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1878.073441687088,5229.872038144376,-1907.920777515205
874,389,127210495951084221732220461641101864170,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1878.073441687088,5219.938092367977,-1905.6505977162897
179,39,154211006143235535925369699557203812798,0.00023820867079561695,,Astro,4954.219119691452,-3688.052737896882,4990.7672387145,-3661.374082499362
216,39,8593106658749914001574293488900458487,0.00023820867079561695,,L4_5_IT,4954.219119691452,-3688.052737896882,4949.793260638285,-3684.7309540719434
242,39,288347559418742904692721746174461790231,0.00023820867079561695,,L4_5_IT,4954.219119691452,-3688.052737896882,4947.005817782713,-3715.934728525913
297,39,196441159195161209842102026041461281320,0.00023820867079561695,,L4_5_IT,4954.219119691452,-3688.052737896882,4930.21537385595,-3698.031761940419
1120,39,214631579258847603841628506299641068164,0.00023820867079561695,,L4_5_IT,4954.219119691452,-3688.052737896882,4953.3139074657765,-3680.1921624467673
1595,390,90906183618238187875011492499706545158,0.00023820867079561695,,L5_ET,5316.214978933411,-1878.073441687088,5290.108988085829,-1910.7178645467045
1911,390,251442854108499607526991094318932521207,0.00023820867079561695,,Sst,5316.214978933411,-1878.073441687088,5297.85174250626,-1837.6970856734206
19,390,242866281388023530918126427945060426355,0.00023820867079561695,,L4_5_IT,5316.214978933411,-1878.073441687088,5360.620642912277,-1886.771295706248
426,390,9890426271537929519668897146543189303,0.00023820867079561695,,L5_IT,5316.214978933411,-1878.073441687088,5322.717686740239,-1900.9177231056565
482,390,299917445789610221023344198803398662077,0.00023820867079561695,,Vip,5316.214978933411,-1878.073441687088,5309.77583442245,-1854.2632394034133
1598,391,286035533672953991676428473550612589190,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1878.073441687088,5399.088001467378,-1880.8868804825788
2649,391,203087153228335632358669721321108118967,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1878.073441687088,5397.7522514633865,-1907.2066799412603
2655,391,159144400588646783156115357449478770635,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1878.073441687088,5415.80960338515,-1892.5405712288768
1724,391,26286157188496008293797044054560338169,0.00023820867079561695,,L5_IT,5406.7139437439,-1878.073441687088,5438.3751438555255,-1845.7456817053921
2781,391,152135226472741932390044557697501744321,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1878.073441687088,5382.544718548034,-1863.9873950773479
825,392,218344740751698869532279722887897268227,0.00023820867079561695,,Micro,4501.724295639003,-1787.574476876598,4524.430431284992,-1782.5689351007659
2675,392,294944154380196019066720812045843098127,0.00023820867079561695,,Peri,4501.724295639003,-1787.574476876598,4492.029132279895,-1787.286778455959
2284,392,72974898381276527675719558623813303808,0.00023820867079561695,,SMC,4501.724295639003,-1787.574476876598,4532.382392064526,-1808.580864585242
1283,392,121330168576756147439980174773451197974,0.00023820867079561695,,Micro,4501.724295639003,-1787.574476876598,4467.691652403662,-1757.7534297394072
3899,392,139627803086369017737351452959111434648,0.00021461252887718322,,SMC,4501.724295639003,-1787.574476876598,4492.0878701619295,-1801.6823765016165
888,393,205540853448059918805493164401701829452,0.00023820867079561695,,Endo,4592.223260449493,-1787.574476876598,4576.776793221664,-1804.5023285884743
1019,393,290213033972584748292311437516354026662,0.00023820867079561695,,Endo,4592.223260449493,-1787.574476876598,4598.812352776528,-1775.2307027711554
1805,393,228877485662971141696849481889429086555,0.00023820867079561695,,VLMC,4592.223260449493,-1787.574476876598,4633.247407198666,-1768.4816761013099
1574,393,246830118158900181171646954767416361758,0.00023820867079561695,,Endo,4592.223260449493,-1787.574476876598,4594.2964926818495,-1776.4879110765953
1757,393,201247109035124585862934629145722365435,0.00023820867079561695,,Endo,4592.223260449493,-1787.574476876598,4557.983256368743,-1813.1697658454473
270,394,174729303872416159569508132760331103157,0.00023820867079561695,,VLMC,4682.722225259982,-1787.574476876598,4654.892129979195,-1751.8953309422454
78,394,332278449457129071767160899216029066341,0.00023820867079561695,,Vip,4682.722225259982,-1787.574476876598,4689.003701856865,-1803.726786224387
184,394,135615468695376228062388019142397110909,0.00023820867079561695,,Vip,4682.722225259982,-1787.574476876598,4686.74057430461,-1791.8871786155285
176,394,222295901867601410589929340513308260335,0.00023820867079561695,,Sst,4682.722225259982,-1787.574476876598,4696.419651517167,-1799.4087998719883
635,394,179617470556826617343630562828255886925,0.00023820867079561695,,Astro,4682.722225259982,-1787.574476876598,4686.555068642088,-1790.9542887288383
202,395,60460795759250428239083794072742833588,0.00023820867079561695,,Endo,4773.221190070472,-1787.574476876598,4776.343896240608,-1770.8977226945588
841,395,40243963211080738611633840264554523379,0.00023820867079561695,,Endo,4773.221190070472,-1787.574476876598,4778.94849172349,-1780.6299458280864
1274,395,148815427890387035513913918893530803651,0.00023820867079561695,,Endo,4773.221190070472,-1787.574476876598,4774.230158881218,-1779.3218176787138
1832,395,31252905070203151062365630603901020099,0.00023820867079561695,,Sst,4773.221190070472,-1787.574476876598,4766.583895466433,-1832.334525784991
562,395,115005267831297008919031650952261325485,0.00023820867079561695,,Micro,4773.221190070472,-1787.574476876598,4769.999508040615,-1774.688372396641
714,396,339944710108594105970482649049927454915,0.00023820867079561695,,Astro,4863.720154880962,-1787.574476876598,4858.6908328760355,-1742.6053588275045
679,396,96528483729040031580939712087752988631,0.00023820867079561695,,L2_3_IT,4863.720154880962,-1787.574476876598,4872.154283071235,-1803.080910445769
913,396,16511346513047956142503370085949156957,0.00023820867079561695,,L2_3_IT,4863.720154880962,-1787.574476876598,4860.30937384312,-1797.4001908373223
1026,396,5137558386772310614839091707550529730,0.00023820867079561695,,L2_3_IT,4863.720154880962,-1787.574476876598,4857.261118087031,-1794.0548220321675
1049,396,47773548692535328376883775097971156677,0.00023820867079561695,,L2_3_IT,4863.720154880962,-1787.574476876598,4870.185166527398,-1800.7311022402243
556,397,147278671546501506438664744529556967580,0.00023820867079561695,,L4_5_IT,4954.219119691452,-1787.574476876598,4974.076601647699,-1751.8463899080173
966,397,136206811681965737973450650626289432726,0.00023820867079561695,,L4_5_IT,4954.219119691452,-1787.574476876598,4955.457173209334,-1782.2295301656118
88,397,50738859874531625664049060568098510756,0.00023820867079561695,,L2_3_IT,4954.219119691452,-1787.574476876598,4962.7167363612825,-1788.3841211876322
160,397,187701576239218135284124652318825224311,0.00023820867079561695,,L2_3_IT,4954.219119691452,-1787.574476876598,4950.203067470332,-1790.5105623312295
1036,397,295931870531091176326771444085568069449,0.00023820867079561695,,Lamp5,4954.219119691452,-1787.574476876598,4928.642019768612,-1824.9017807904843
473,398,85945676628378174900594903749843970330,0.00023820867079561695,,L2_3_IT,5044.718084501941,-1787.574476876598,5086.641117649311,-1785.7745550789784
1645,398,148590710591811498279542896467701591856,0.00023820867079561695,,Vip,5044.718084501941,-1787.574476876598,5022.394095098591,-1777.7553642595983
2971,398,104930837473195784129626300048275722903,0.00023820867079561695,,Vip,5044.718084501941,-1787.574476876598,5010.283473360097,-1786.6041818923059
405,398,240614353734777649634597688893540662611,0.00023820867079561695,,Lamp5,5044.718084501941,-1787.574476876598,5020.697242927892,-1776.975551926518
4193,398,89873506918194976428088181544805300595,0.00012022796120344801,,L5_ET,5044.718084501941,-1787.574476876598,5083.574493473803,-1810.762731225599
3754,399,96889932407865111174115039257058896990,0.00023820867079561695,,Astro,5135.21704931243,-1787.574476876598,5150.6496889166265,-1755.7847754014754
2105,399,140370821343257446512468367072340037078,0.00023820867079561695,,L5_ET,5135.21704931243,-1787.574476876598,5145.640158357658,-1823.8964679423125
2938,399,164828819319219504310623981690497679505,0.00023820867079561695,,L5_ET,5135.21704931243,-1787.574476876598,5133.623258246055,-1832.7958820734657
25,399,227143740538531266551482496041027538248,0.00023820867079561695,,Pvalb,5135.21704931243,-1787.574476876598,5107.988106855103,-1770.0236166125455
646,399,164591697559259904331492058662192564322,0.00023820867079561695,,Pvalb,5135.21704931243,-1787.574476876598,5138.184034186699,-1755.371642353193
3024,4,19790104977098741541634900130574223828,0.00023820867079561695,,Peri,3777.732577155085,-3869.0506675178617,3744.7944099893066,-3900.076347231637
1,4,291444618000650579810789287150039753076,0.00023820867079561695,,VLMC,3777.732577155085,-3869.0506675178617,3775.7910028109372,-3853.434359265369
2792,4,12010664396951653709724612044939959635,0.00023820867079561695,,VLMC,3777.732577155085,-3869.0506675178617,3798.627010200503,-3829.704053727267
2965,4,159685625477502952795839824720504344337,0.00023820867079561695,,VLMC,3777.732577155085,-3869.0506675178617,3808.179276224428,-3881.97253573866
4179,4,226844975540717472804244409808305582656,0.00012247521281472738,,PVM,3777.732577155085,-3869.0506675178617,3761.2711865502692,-3880.066041626356
818,40,92806270015815926070984413774676102758,0.00023820867079561695,,Endo,5044.718084501941,-3688.052737896882,5038.881806348802,-3682.5612682560472
2108,40,276285561422233499410271616977901682690,0.00023820867079561695,,Endo,5044.718084501941,-3688.052737896882,5058.414493838181,-3678.3357744100517
2697,40,111184577057130200324216658656041801044,0.00023820867079561695,,Endo,5044.718084501941,-3688.052737896882,5059.789856903788,-3670.0460102881934
3591,40,134009011824297408119086176760255935488,0.00023820867079561695,,L5_6_NP,5044.718084501941,-3688.052737896882,5023.869353209824,-3728.212992645223
3166,40,273581048790800710889803730909905423265,0.00023820867079561695,,Sst,5044.718084501941,-3688.052737896882,5042.634912209132,-3681.1076438848845
724,400,149776975174384866876571587520578902640,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1787.574476876598,5190.271877494128,-1783.9635602686078
779,400,210087461660625957064707183716382873359,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1787.574476876598,5223.702080209607,-1799.4744043237824
2146,400,146906637731122102517577363317345132851,0.00023820867079561695,,Pvalb,5225.716014122921,-1787.574476876598,5236.266401899651,-1781.3952053708947
165,400,219406772111896716638428124227552578906,0.00023820867079561695,,Astro,5225.716014122921,-1787.574476876598,5268.299545399176,-1772.2722377598311
1474,400,55678577633417103385964899159485862455,0.00023820867079561695,,L2_3_IT,5225.716014122921,-1787.574476876598,5210.0401656120475,-1800.766976659881
517,401,20518605757254991515704713311652275499,0.00023820867079561695,,Astro,5316.214978933411,-1787.574476876598,5322.193370050916,-1777.2970105772383
1783,401,212699862674392977409607416206196945040,0.00023820867079561695,,L5_6_NP,5316.214978933411,-1787.574476876598,5279.574686092907,-1784.5935918428152
525,401,38938357050825411786365752884657669411,0.00023820867079561695,,Astro,5316.214978933411,-1787.574476876598,5318.4031466066135,-1802.2513642461272
1159,401,242423043365980941268563954619890918407,0.00023820867079561695,,L4_5_IT,5316.214978933411,-1787.574476876598,5359.050190091378,-1802.1573552959949
1222,401,236127331591976809077415813044871386862,0.00023820867079561695,,Sst,5316.214978933411,-1787.574476876598,5301.853501825248,-1771.5730624208136
349,402,1679740621855038741587972382170300344,0.00023820867079561695,,L2_3_IT,5406.7139437439,-1787.574476876598,5418.878528652009,-1800.566379009121
13,402,245643280522646936512011568301670863721,0.00023820867079561695,,L5_IT,5406.7139437439,-1787.574476876598,5367.812828208388,-1764.461301672068
1493,402,93623438586813625724867334511135584416,0.00023820867079561695,,L4_5_IT,5406.7139437439,-1787.574476876598,5421.635079864823,-1808.9206663772552
1978,402,250728622192916427275550725930304341459,0.00023820867079561695,,L2_3_IT,5406.7139437439,-1787.574476876598,5411.495383088556,-1762.1400686782001
4103,402,176796174087339570997599952427966667218,0.00016517299342903475,,Endo,5406.7139437439,-1787.574476876598,5413.74789890573,-1801.7839686463453
50,403,48981113046792927588250242719943043257,0.00023820867079561695,,VLMC,4682.722225259982,-1697.0755120661083,4683.310653678561,-1690.149535684041
1229,403,268133585462933894604854882292028070336,0.00023820867079561695,,VLMC,4682.722225259982,-1697.0755120661083,4659.468133519204,-1697.3826760563802
1425,403,318337307927217168573610897982980098670,0.00023820867079561695,,VLMC,4682.722225259982,-1697.0755120661083,4680.089101479005,-1685.086136525852
2288,403,324109388891157703882723241120860679186,0.00023820867079561695,,VLMC,4682.722225259982,-1697.0755120661083,4699.789848928228,-1671.1891654298624
3170,403,309172886831212497665199898342966275203,0.00023820867079561695,,VLMC,4682.722225259982,-1697.0755120661083,4690.953388694914,-1741.5700466344122
1795,404,262839955849246306869973379229866379100,0.00023820867079561695,,Endo,4773.221190070472,-1697.0755120661083,4764.412912219228,-1698.2470458438934
1917,404,315169174312216590578917291566996689894,0.00023820867079561695,,Endo,4773.221190070472,-1697.0755120661083,4770.436496670221,-1698.3011496777422
2431,404,78000523916421123416271422406873003754,0.00023820867079561695,,Endo,4773.221190070472,-1697.0755120661083,4765.145514277818,-1704.464478550471
857,404,67749975799167600707785901951410668482,0.00023820867079561695,,PVM,4773.221190070472,-1697.0755120661083,4754.012557219145,-1710.4426194480563
1009,404,262984720180873201228365640018460056810,0.00023820867079561695,,Astro,4773.221190070472,-1697.0755120661083,4812.098469965938,-1673.9222668103755
2054,405,284605620048474386616827953507882150035,0.00023820867079561695,,SMC,4863.720154880962,-1697.0755120661083,4851.606433766129,-1697.5514971305013
3432,405,48104178721447500962543947916103402332,0.00023820867079561695,,SMC,4863.720154880962,-1697.0755120661083,4850.863106571948,-1712.0000039951944
17,405,6022288958388708097906028597101595360,0.00023820867079561695,,Astro,4863.720154880962,-1697.0755120661083,4900.578880453467,-1670.827654875219
843,405,101290319453327493294362411320830756503,0.00023820867079561695,,Oligo,4863.720154880962,-1697.0755120661083,4874.913760962255,-1717.8233211708225
1022,405,66553786119294617105209922533232133183,0.00023820867079561695,,PVM,4863.720154880962,-1697.0755120661083,4840.638592651017,-1687.175083158805
67,406,154082805786133703500757863956477444233,0.00023820867079561695,,Astro,4954.219119691452,-1697.0755120661083,4919.208205567729,-1680.6804317188244
451,406,13875899806080738370193609928013921070,0.00023820867079561695,,Astro,4954.219119691452,-1697.0755120661083,4993.351314781464,-1691.7215272631572
1256,406,203652454701376439907355478435317098533,0.00023820867079561695,,Astro,4954.219119691452,-1697.0755120661083,4970.514859461048,-1739.2888336992628
1459,406,77182007026739263823608576405104671038,0.00023820867079561695,,Astro,4954.219119691452,-1697.0755120661083,4937.678862341333,-1657.657889706158
1580,406,32361680079831708014295752060101704434,0.00023820867079561695,,Astro,4954.219119691452,-1697.0755120661083,4950.342356305685,-1716.0288779431426
1294,407,42441501352139960238162467147339945974,0.00023820867079561695,,Lamp5,5044.718084501941,-1697.0755120661083,5045.195865493201,-1713.0846281392896
580,407,64626541430961401090995198974801400406,0.00023820867079561695,,Micro,5044.718084501941,-1697.0755120661083,5042.670058892534,-1677.990813526302
124,407,316604349141775200223615600689776006162,0.00023820867079561695,,Endo,5044.718084501941,-1697.0755120661083,5041.0679130967965,-1651.973495407697
1417,407,60812077788475195959144877613362639861,0.00023820867079561695,,Lamp5,5044.718084501941,-1697.0755120661083,5045.492212832646,-1717.1556637816857
2554,407,91974425673592639631440158029483373284,0.00023820867079561695,,Lamp5,5044.718084501941,-1697.0755120661083,5049.164372194527,-1725.1729594755664
606,408,143136697672530444113886764810790049632,0.00023820867079561695,,L2_3_IT,5135.21704931243,-1697.0755120661083,5141.43309948829,-1707.3565880542214
497,408,11093642159337986252552060358834314192,0.00023820867079561695,,L4_5_IT,5135.21704931243,-1697.0755120661083,5159.0628114001665,-1676.5239410707259
2438,408,3914957488183005535854873919643221113,0.00023820867079561695,,L6_IT_Car3,5135.21704931243,-1697.0755120661083,5132.0097801526135,-1723.0379643434155
253,408,69028226719270303351487779637313330177,0.00023820867079561695,,Micro,5135.21704931243,-1697.0755120661083,5101.643729064583,-1666.7382770985314
754,408,332337646053191567490842692056351859358,0.00023820867079561695,,L2_3_IT,5135.21704931243,-1697.0755120661083,5141.935826456503,-1711.720789763649
63,409,242831836429864890093820536927870056416,0.00023820867079561695,,L4_5_IT,5225.716014122921,-1697.0755120661083,5217.053110919224,-1715.8397944367239
765,409,169970315490913636347948942263909932634,0.00023820867079561695,,L4_5_IT,5225.716014122921,-1697.0755120661083,5248.817190920078,-1669.2706104223628
485,409,78122501344136164663820780265752464954,0.00023820867079561695,,L5_IT,5225.716014122921,-1697.0755120661083,5218.189216410559,-1721.750232446733
813,409,162566063178710879634856024808055523420,0.00023820867079561695,,Pvalb,5225.716014122921,-1697.0755120661083,5211.859906180765,-1726.1548065295046
1494,409,225749842661313945887303388187091145617,0.00023820867079561695,,Endo,5225.716014122921,-1697.0755120661083,5232.660646183973,-1652.3621164952153
